user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,year,month,expense_income_diff,savings_delay_ratio,debt_duress
1978,3415.34,3037.18,0.06,2433.53,1,688.0,0.59,466.93,0.0,2,452.12,64,0,359.4,2941.18,2,1223.86,3,0,71.0,High,378.16,0,2022,8,0.8892760310832888,2055.3700000000003,0.13671552466225909
1467,5880.03,3695.58,0.06,3058.81,2,632.0,0.54,705.83,730.27,6,876.43,22,0,126.65,1786.58,2,1452.68,0,2,47.2,High,2184.45,0,2022,9,0.6284967933837072,874.3600000000001,0.12003850320491563
1563,4973.72,3652.49,0.31,2820.11,2,649.0,0.12,561.6,447.26,2,2082.93,94,0,372.59,2231.07,2,1664.58,8,2,62.5,Medium,1321.23,0,2022,10,0.7343577845154129,1498.88,0.11291347321521919
1287,4669.17,2316.49,0.27,3174.65,1,749.0,0.21,893.09,167.75,3,2204.29,64,0,647.33,1799.14,2,1619.31,1,2,90.5,Low,2352.68,0,2022,11,0.4961245788866115,821.9700000000003,0.1912738238273612
1446,4815.01,1977.16,0.29,2452.99,1,662.0,0.59,521.33,256.37,1,1340.96,75,0,594.44,3402.08,2,1883.07,1,2,81.8,Medium,2837.85,1,2022,12,0.4106242770004631,-384.8600000000001,0.10827184159534456
1228,2486.2,1480.99,0.11,2960.54,2,634.0,0.53,575.75,339.05,1,692.32,53,0,501.54,3283.08,2,300.0,4,0,25.1,High,1005.21,0,2023,1,0.5956841766551364,1955.33,0.23157831228380663
1768,2639.7,1116.79,0.25,3016.33,0,724.0,0.18,368.42,671.49,7,310.81,61,0,235.87,1821.95,2,1301.22,9,1,16.2,Low,1522.91,0,2023,2,0.4230745918096754,1493.4199999999998,0.1395688904042126
1113,4309.59,3037.69,0.36,2164.24,2,738.0,0.12,538.7,1069.28,3,1312.39,58,0,811.17,2009.16,2,910.32,0,2,29.5,Medium,1271.9,0,2023,3,0.7048675163994719,892.3399999999997,0.1250002900507937
1898,3862.56,2107.81,0.19,2767.31,2,743.0,0.29,748.61,188.1,8,1431.61,58,0,419.61,2240.51,2,817.09,4,2,65.8,Low,1754.75,0,2023,4,0.5457028499233669,1012.56,0.19381187606147218
1580,3545.01,2993.79,0.11,3257.97,2,647.0,0.31,741.27,389.36,3,988.32,47,0,497.97,2406.41,2,1775.42,0,2,73.2,Medium,551.22,0,2023,5,0.8445081960276557,2706.75,0.20910237206665142
1956,4961.34,4506.68,0.19,2142.29,2,634.0,0.28,402.84,465.62,4,1400.45,27,0,480.03,2206.97,0,1215.8,0,0,37.4,Medium,454.66,0,2023,6,0.9083594351526,1687.6299999999999,0.08119580597177374
1963,4536.02,3238.7,0.22,3440.09,1,739.0,0.58,419.33,0.0,8,1167.48,28,0,742.77,1663.02,0,558.91,8,2,21.2,High,1297.32,0,2023,7,0.7139959700354054,2142.7700000000004,0.09244447775803456
1018,5457.51,2791.36,0.39,2594.66,1,713.0,0.39,806.09,567.96,8,1658.62,42,0,744.37,2540.16,2,1112.85,1,1,71.9,Medium,2666.15,1,2023,8,0.5114713486553392,-71.49000000000024,0.14770289014587237
1976,5088.75,3202.1,0.36,3361.34,2,775.0,0.38,774.5,230.54,5,888.66,69,0,304.36,1610.54,0,519.93,6,2,57.5,Medium,1886.65,0,2023,9,0.6292507983296487,1474.69,0.15219847703267012
1137,3688.64,2393.49,0.18,2847.23,1,664.0,0.52,207.58,192.45,9,1857.33,62,0,542.26,2242.48,2,1443.14,2,2,76.8,Medium,1295.15,0,2023,10,0.6488814305543507,1552.08,0.056275483647089446
1970,4707.74,3634.79,0.19,3333.43,0,689.0,0.12,491.14,408.65,7,643.49,31,0,416.49,1849.32,2,1623.36,6,0,64.0,Medium,1072.95,0,2023,11,0.7720880932251993,2260.4799999999996,0.10432606728493928
1123,4839.78,2357.6,0.11,2300.54,1,748.0,0.36,558.02,346.12,5,1544.24,82,0,437.86,3222.2,0,1310.54,3,0,52.8,Medium,2482.18,1,2019,1,0.48712958027017755,-181.63999999999987,0.11529862927653736
1378,4933.33,2122.93,0.39,3231.95,2,670.0,0.48,807.72,839.83,7,1130.81,28,0,563.66,2140.53,2,1577.08,2,1,38.8,Medium,2810.4,0,2019,1,0.4303239394080671,421.5499999999997,0.16372713765347138
1735,2775.55,2585.83,0.1,2729.68,0,663.0,0.17,535.74,99.33,2,936.81,92,0,337.31,1639.82,0,1094.89,1,0,3.9,Medium,189.72,0,2019,3,0.9316459800760208,2539.96,0.19302120300480985
1459,4455.87,2454.09,0.1,3275.45,0,588.0,0.36,505.41,871.72,8,1527.49,83,0,503.47,3060.8,2,555.77,3,2,4.3,Medium,2001.78,0,2019,4,0.5507543981310048,1273.6699999999998,0.11342566098203045
1473,2864.05,3117.18,0.2,2724.79,0,690.0,0.18,298.47,370.96,6,537.48,71,0,576.75,1790.0,2,1208.3,4,1,0.3,Medium,0.0,0,2019,5,1.0883818369092717,2724.79,0.10421256612140152
1966,3675.2,3902.33,0.28,2238.55,1,679.0,0.15,776.27,234.98,8,719.25,41,0,492.36,1000.0,0,1380.34,3,2,30.9,Medium,0.0,0,2019,5,1.0618007183282543,2238.55,0.21121843709185895
1058,3176.93,3386.36,0.34,3543.42,1,667.0,0.42,423.17,347.0,8,1198.27,56,0,222.93,2993.9,2,607.26,9,2,4.8,Medium,0.0,0,2019,6,1.0659221323730772,3543.42,0.13320092038540354
1557,3936.88,2608.54,0.33,3730.15,1,663.0,0.2,684.24,281.66,8,1225.92,64,0,444.3,2272.53,2,745.2,5,2,36.5,Low,1328.34,0,2019,7,0.662590680945317,2401.8100000000004,0.17380260510861392
1629,2928.28,1433.28,0.4,2314.53,2,651.0,0.48,555.7,244.24,7,1992.36,90,0,517.99,2878.17,0,1494.44,9,0,22.6,Medium,1495.0,0,2019,8,0.4894613903042058,819.5300000000002,0.18977010395180788
1876,3515.59,2670.95,0.16,2901.02,2,638.0,0.51,246.31,531.52,5,332.72,53,0,704.24,1243.48,2,1342.14,7,1,66.4,High,844.64,0,2019,9,0.7597444525669944,2056.38,0.07006220861932136
1601,3895.96,2484.08,0.33,3528.81,1,656.0,0.19,813.92,1097.19,1,515.48,53,0,88.56,1512.23,2,1246.88,0,2,97.0,Low,1411.88,0,2019,10,0.637604082177435,2116.93,0.20891384921816444
1784,2669.1,2938.03,0.07,3185.65,2,752.0,0.35,543.29,266.77,1,566.61,86,0,398.49,3643.11,1,1377.98,9,2,87.9,Medium,0.0,0,2019,11,1.1007568094114122,3185.65,0.20354801243864973
1001,5343.85,4082.16,0.13,2101.12,1,687.0,0.27,692.51,35.82,3,168.87,69,0,193.65,3263.26,2,1502.98,7,2,49.2,Medium,1261.69,0,2019,12,0.7638986872760275,839.4299999999998,0.12959008954218398
1861,4665.72,3673.97,0.18,2936.08,2,657.0,0.41,294.92,356.98,5,892.44,25,0,249.23,2779.61,2,946.42,4,1,32.5,High,991.75,0,2020,1,0.7874390233447356,1944.33,0.06320996545013417
1680,3653.03,2542.02,0.33,2758.25,1,700.0,0.22,680.51,167.83,1,889.93,33,0,334.1,2855.32,2,1513.6,6,0,90.8,Medium,1111.01,0,2020,2,0.6958661713700681,1647.24,0.18628645261604748
1517,3896.29,2072.68,0.16,3071.32,0,712.0,0.59,441.12,331.99,2,1607.56,84,0,252.45,2620.87,1,1652.43,1,0,0.9,Medium,1823.61,0,2020,3,0.5319624565933233,1247.7100000000003,0.11321539207810508
1179,4658.8,3544.55,0.35,2656.31,1,729.0,0.15,393.83,462.86,7,1470.17,54,0,761.01,1903.22,2,957.44,3,0,42.7,Medium,1114.25,0,2020,4,0.760828968833176,1542.06,0.0845346441143642
1602,4255.36,2536.66,0.08,4030.24,1,664.0,0.12,416.59,508.87,7,1523.37,27,0,391.51,1397.49,2,1356.43,7,2,2.5,Medium,1718.7,0,2020,5,0.5961093773499775,2311.54,0.09789771018198226
1406,3591.17,3407.08,0.06,3746.12,0,791.0,0.19,604.19,520.39,7,1598.53,57,0,568.83,3120.7,2,505.96,2,2,25.0,Medium,184.09,0,2020,6,0.9487381549745626,3562.0299999999997,0.1682432187838504
1702,4292.35,3461.31,0.38,3077.51,1,601.0,0.12,422.51,104.94,5,1319.1,23,0,632.6,2885.59,1,1068.1,1,0,89.2,Medium,831.04,0,2020,7,0.8063904388039185,2246.4700000000003,0.09843325917038451
1530,3287.25,2931.26,0.19,3031.49,0,646.0,0.27,359.77,473.27,8,1771.83,80,0,553.74,2543.09,2,879.83,7,1,4.6,Medium,355.99,0,2020,8,0.8917058331432048,2675.5,0.10944406418739067
1836,4199.02,3335.6,0.21,2149.25,0,701.0,0.52,660.4,729.19,5,1306.1,28,0,292.34,2327.78,2,550.84,6,1,55.8,High,863.42,0,2020,9,0.794375830550938,1285.83,0.15727479268972283
1960,2643.07,3492.61,0.4,2962.75,1,709.0,0.38,392.63,470.28,1,905.75,40,0,686.78,2038.14,1,550.07,3,2,23.7,High,0.0,0,2020,10,1.3214216800917116,2962.75,0.14855073834593863
1880,4735.23,3088.08,0.05,3610.3,2,708.0,0.51,479.23,277.21,8,768.0,67,0,276.9,2539.61,2,1809.46,3,1,52.5,High,1647.15,0,2020,11,0.6521499483657606,1963.15,0.10120522128808951
1683,2918.33,2854.79,0.37,3742.07,1,706.0,0.6,472.51,712.55,5,805.27,55,0,427.28,2772.46,0,951.27,4,2,10.3,Medium,63.54,0,2020,12,0.97822727381756,3678.53,0.16191109298811307
1810,4027.77,2853.22,0.09,2733.82,0,626.0,0.58,473.35,405.16,3,556.47,88,0,79.75,2465.07,2,989.12,7,2,89.5,High,1174.55,0,2021,1,0.7083870230921825,1559.2700000000002,0.11752160624861897
1181,2199.91,3749.68,0.23,2522.49,1,654.0,0.38,565.13,698.2,3,159.4,55,0,561.79,2309.29,2,1316.41,1,2,74.7,High,0.0,0,2021,2,1.7044697283070671,2522.49,0.25688778177289073
1526,2591.91,4083.06,0.32,3023.08,1,693.0,0.17,548.18,113.71,5,1199.04,72,0,250.61,2355.85,2,1545.45,5,2,69.1,Medium,0.0,0,2021,3,1.5753093278701809,3023.08,0.2114965411607656
1372,3427.36,2559.47,0.39,3041.6,0,587.0,0.58,491.47,315.95,6,998.34,70,0,551.35,2810.04,2,1754.23,0,2,52.7,Medium,867.89,0,2021,4,0.7467759441669389,2173.71,0.1433960832827599
1999,4511.83,3233.72,0.3,2771.39,1,626.0,0.17,545.89,320.97,1,1196.3,71,0,742.36,2255.28,1,1021.9,8,2,71.2,Medium,1278.11,0,2021,5,0.7167202664994027,1493.28,0.12099081747317607
1973,4059.17,3081.99,0.11,1768.89,0,679.0,0.54,549.87,466.15,5,1466.67,80,0,649.22,2569.53,1,1259.74,6,2,71.6,High,977.18,0,2021,6,0.7592660568539873,791.7100000000002,0.13546365389968884
1229,6828.27,2627.82,0.05,2530.07,1,670.0,0.47,287.18,350.54,1,1347.13,88,0,557.16,2678.26,2,1361.67,4,2,10.5,High,4200.45,1,2021,7,0.3848441845445479,-1670.3799999999997,0.042057505048863034
1032,2835.01,3185.63,0.16,4201.34,1,638.0,0.49,344.08,241.01,3,1216.4,71,0,366.24,2420.12,2,1537.45,4,2,17.4,Medium,0.0,0,2021,8,1.12367504876526,4201.34,0.12136817859548994
1134,3484.11,2959.85,0.21,3149.1,0,684.0,0.15,429.55,215.99,5,1163.28,62,0,576.61,2057.99,0,935.74,3,0,16.3,Medium,524.26,0,2021,9,0.849528286994383,2624.84,0.12328830031198786
1421,4746.63,1994.56,0.29,2177.49,1,719.0,0.2,483.5,410.04,4,1692.67,95,0,606.81,2967.46,1,929.47,4,2,66.0,Medium,2752.07,1,2021,10,0.4202054931604106,-574.5800000000004,0.10186174190952317
1649,4238.21,1970.91,0.37,3308.94,0,651.0,0.16,340.11,299.4,2,1684.38,39,0,210.47,1464.78,2,1398.4,1,1,56.5,Low,2267.3,0,2021,11,0.46503358729274863,1041.6399999999999,0.08024850113609283
1249,4723.75,2703.66,0.28,3030.22,0,642.0,0.12,644.01,351.54,2,1120.7,83,0,176.11,2139.42,2,1334.38,4,2,18.7,Low,2020.09,0,2021,12,0.572354591161683,1010.1299999999999,0.13633448002116963
1909,4213.27,2797.13,0.21,2661.85,1,806.0,0.44,514.12,105.22,3,860.85,38,0,733.79,2474.3,2,1368.35,7,2,92.5,Medium,1416.14,0,2022,1,0.6638857704348403,1245.7099999999998,0.12202398612004452
1297,5808.8,2941.58,0.15,2588.56,1,695.0,0.25,309.47,848.44,8,1320.74,96,0,668.22,1264.37,1,1298.59,8,1,78.4,Medium,2867.22,1,2022,2,0.5064006335215535,-278.65999999999985,0.05327606390304366
1362,2050.84,3514.53,0.1,2577.3,1,713.0,0.57,571.59,773.22,8,1154.55,58,0,601.34,1464.26,0,1463.58,8,1,33.7,High,0.0,0,2022,3,1.7137026779270932,2577.3,0.27871018704530826
1426,2018.66,3057.77,0.12,2906.5,1,785.0,0.22,496.1,466.62,7,1093.09,60,0,536.28,2902.44,2,1619.35,6,2,57.5,Medium,0.0,0,2022,4,1.5147523604767519,2906.5,0.24575708638403693
1554,4775.72,2150.95,0.34,2430.8,1,640.0,0.49,485.71,806.94,2,887.34,55,0,709.98,2417.33,2,659.29,8,2,83.3,Medium,2624.77,1,2022,5,0.45039282034960165,-193.9699999999998,0.1017040362500314
1944,2356.49,2999.27,0.24,1823.12,2,677.0,0.52,480.75,564.09,7,989.68,79,0,822.23,2078.36,2,1524.33,1,1,39.3,High,0.0,0,2022,6,1.272770094504963,1823.12,0.20401105033333478
1284,2833.68,3269.74,0.06,2883.34,0,648.0,0.43,573.89,201.44,7,1529.41,22,0,488.99,2912.98,1,1512.29,6,0,56.8,High,0.0,0,2022,7,1.153884701165975,2883.34,0.20252463228028572
1350,5685.03,1805.44,0.22,2889.77,1,772.0,0.55,651.5,377.81,2,833.04,54,0,787.0,2444.94,2,1637.76,7,2,44.9,Medium,3879.59,1,2022,8,0.31757791955363474,-989.8200000000002,0.11459921935328399
1726,5058.25,1650.0,0.17,2381.75,2,612.0,0.15,504.12,466.06,7,1395.15,24,0,145.29,1473.88,0,938.98,6,2,6.1,Low,3408.25,1,2022,9,0.3261997726486433,-1026.5,0.09966292690159641
1733,4598.99,4585.55,0.34,2286.21,0,662.0,0.25,834.16,503.72,3,858.3,40,0,507.65,2302.62,2,1101.72,3,1,58.7,Medium,13.44,0,2022,10,0.9970776192163933,2272.77,0.1813789549444552
1014,5567.2,3655.79,0.34,2593.4,2,614.0,0.23,571.05,317.69,2,1628.62,27,0,612.05,1646.79,2,1658.45,9,0,72.7,Medium,1911.41,0,2022,11,0.6566658284236241,681.99,0.10257400488575945
1912,3316.71,3070.05,0.34,3329.33,2,631.0,0.57,712.89,631.7,4,1392.2,69,0,444.09,2139.53,2,1282.22,0,1,41.3,High,246.66,0,2022,12,0.9256311224074459,3082.67,0.21493890029577503
1572,3404.43,3111.33,0.12,3031.91,1,634.0,0.33,199.86,669.09,9,2142.45,67,0,877.83,2253.44,2,1136.65,9,2,53.0,Medium,293.1,0,2023,1,0.9139062926833567,2738.81,0.0587058626554225
1388,5959.45,2881.89,0.25,3656.96,0,628.0,0.45,496.4,126.85,6,1194.73,51,0,684.76,1717.86,0,965.94,7,1,42.0,Medium,3077.56,0,2023,2,0.4835832165719991,579.4000000000001,0.08329627734102979
1353,6076.12,3879.48,0.31,2970.84,1,732.0,0.22,498.1,300.9,3,1275.15,82,0,392.15,2101.56,2,1154.83,9,1,13.0,Medium,2196.64,0,2023,3,0.6384798193584064,774.2000000000003,0.08197665615557297
1678,3889.62,2726.12,0.3,2380.65,0,699.0,0.57,107.93,899.68,1,1287.58,32,0,583.29,1535.22,2,1563.84,1,2,2.0,High,1163.5,0,2023,4,0.7008705220561392,1217.15,0.027748211907589946
1098,3652.61,3711.58,0.19,2367.43,1,698.0,0.47,418.9,395.38,3,471.62,74,0,504.77,2014.31,2,434.38,5,2,76.8,High,0.0,0,2023,5,1.0161446198745554,2367.43,0.11468511557489028
1860,4325.35,3511.59,0.34,3236.06,1,628.0,0.18,547.05,845.94,6,747.19,29,0,359.72,1471.13,2,1549.11,3,2,75.2,Medium,813.76,0,2023,6,0.8118626238339094,2422.3,0.12647531413642824
1015,4943.74,2702.74,0.24,2492.64,1,697.0,0.36,360.77,515.63,9,922.69,56,0,376.04,2128.69,2,1027.55,7,2,41.7,Medium,2241.0,0,2023,7,0.5466994623503663,251.63999999999987,0.07297511600529154
1532,3916.11,1925.52,0.15,3150.33,1,693.0,0.34,465.08,428.08,3,1225.37,41,0,345.46,1660.54,2,1753.47,3,0,29.9,Medium,1990.59,0,2023,8,0.49169201069428586,1159.74,0.11876070896884919
1412,4883.93,3110.23,0.34,2736.36,0,618.0,0.25,476.69,270.14,3,766.57,90,0,74.97,2341.91,2,1612.56,5,0,36.5,Medium,1773.7,0,2023,9,0.6368293566861114,962.6600000000001,0.097603774009865
1764,3548.34,2338.92,0.32,2499.1,2,646.0,0.42,335.91,83.15,2,1344.89,36,0,561.44,3068.61,2,939.26,5,1,90.2,Medium,1209.42,0,2023,10,0.6591589306548977,1289.6799999999998,0.0946668019411894
1246,5105.78,4312.92,0.27,2546.52,0,669.0,0.33,365.65,450.53,6,951.81,33,0,279.31,1543.7,2,1112.81,0,1,20.2,High,792.86,0,2023,11,0.8447132465558642,1753.6599999999999,0.07161491486119652
1979,3546.93,2565.39,0.36,3219.1,0,736.0,0.3,761.05,330.43,2,1736.01,33,0,862.19,1095.06,2,1197.4,9,0,17.3,Low,981.54,0,2019,1,0.7232705466417437,2237.56,0.2145658358073038
1793,4808.93,4535.17,0.25,3415.1,1,693.0,0.24,870.05,0.0,3,954.88,96,0,589.77,1605.36,2,1237.53,4,1,45.4,Medium,273.76,0,2019,1,0.9430725753961899,3141.34,0.1809238229710143
1078,3924.66,4744.72,0.12,3243.02,1,661.0,0.12,409.49,498.13,9,802.58,69,0,714.13,2134.82,2,2072.27,0,1,99.4,Medium,0.0,0,2019,3,1.2089505842544324,3243.02,0.10433770059062442
1047,3259.18,3776.16,0.2,2026.98,1,598.0,0.56,238.7,486.78,6,821.12,82,0,268.78,2390.31,2,1205.0,3,0,35.6,High,0.0,0,2019,4,1.1586227210525346,2026.98,0.07323928104615271
1950,4734.64,1664.42,0.34,2879.99,1,600.0,0.39,289.86,229.96,5,1122.33,86,0,304.5,1790.37,2,817.97,1,1,13.9,Medium,3070.22,1,2019,5,0.35154098305256576,-190.23000000000002,0.061221127688694386
1687,5172.46,2432.64,0.06,3207.88,1,678.0,0.42,550.08,377.11,2,1326.76,92,0,689.88,3244.39,2,470.19,0,2,4.6,Medium,2739.82,0,2019,5,0.4703061985979592,468.05999999999995,0.10634784995920704
1525,4451.08,2457.54,0.18,1814.85,0,696.0,0.38,904.33,375.81,2,802.74,78,0,707.39,2967.87,1,1451.58,1,0,62.0,High,1993.54,1,2019,6,0.5521221815828967,-178.69000000000005,0.20317091582267677
1925,3140.71,1527.42,0.19,3237.09,1,768.0,0.19,886.73,852.72,1,477.09,66,0,528.91,1697.51,2,1056.16,3,2,65.1,Low,1613.29,0,2019,7,0.48632952421586206,1623.8000000000002,0.28233424926210954
1770,5401.29,3667.52,0.38,2057.15,1,662.0,0.52,422.71,828.41,3,603.31,92,0,608.78,2964.37,0,976.19,0,2,56.1,High,1733.77,0,2019,8,0.6790081628647971,323.3800000000001,0.07826093396207202
1799,3695.13,1871.43,0.37,3777.31,0,692.0,0.47,543.62,202.39,1,83.95,85,0,358.11,3034.33,2,985.86,1,2,53.5,Medium,1823.7,0,2019,9,0.5064585007834637,1953.61,0.14711796337341312
1653,2040.71,3426.8,0.37,2884.88,0,699.0,0.37,822.25,466.89,3,1794.91,78,0,672.48,1746.63,0,1015.93,0,2,71.8,High,0.0,0,2019,10,1.6792194873352901,2884.88,0.4029234923139495
1962,4620.6,4344.55,0.27,2889.83,1,682.0,0.48,621.87,383.99,3,1502.47,47,0,442.1,2202.72,2,1060.05,8,2,74.5,High,276.05,0,2019,11,0.9402566766220837,2613.7799999999997,0.1345864173483963
1679,3413.85,3451.51,0.21,2516.75,1,597.0,0.49,226.37,380.06,5,1683.19,64,0,206.73,1963.1,2,1411.29,4,2,22.5,High,0.0,0,2019,12,1.0110315333128288,2516.75,0.06630929888542261
1633,3751.34,3193.56,0.26,3496.77,1,658.0,0.57,674.61,396.18,6,1288.18,51,0,342.06,2869.83,2,2048.44,8,1,19.8,High,557.78,0,2020,1,0.8513117979175441,2938.99,0.17983174012486206
1959,4177.19,3911.36,0.15,3126.04,1,634.0,0.2,127.77,483.9,5,867.48,42,0,748.91,2386.7,0,954.59,0,2,0.1,Medium,265.83,0,2020,2,0.9363615253316225,2860.21,0.030587548088547568
1378,5380.6,2955.18,0.29,3234.64,2,698.0,0.16,720.03,541.13,1,80.85,51,0,584.92,1884.09,2,1162.02,4,2,61.4,Medium,2425.42,0,2020,3,0.5492287105527264,809.2199999999998,0.13381964836635318
1464,5234.63,2610.43,0.08,2292.47,1,715.0,0.39,272.94,286.17,6,975.31,35,0,423.58,2285.03,2,300.0,9,0,77.3,High,2624.2,1,2020,4,0.4986847207921094,-331.73,0.0521412210605143
1685,4897.55,2850.16,0.2,2293.4,1,612.0,0.16,619.21,456.93,7,1121.58,75,0,573.15,1888.39,2,1303.51,7,0,75.9,Medium,2047.39,0,2020,5,0.5819562842645812,246.01,0.1264326040571306
1427,3768.81,2952.26,0.09,2956.19,1,623.0,0.55,556.73,285.7,1,839.22,74,0,417.54,2164.27,0,1304.07,9,2,22.9,High,816.55,0,2020,6,0.7833400993947692,2139.6400000000003,0.14772036796760782
1915,5199.63,4234.56,0.17,2862.02,0,622.0,0.3,545.97,0.0,2,1503.33,57,0,561.73,3291.13,2,367.82,8,1,8.5,Medium,965.07,0,2020,7,0.8143964089752541,1896.9499999999998,0.10500170204418392
1210,2984.02,2365.1,0.35,3415.25,1,682.0,0.3,368.01,897.58,5,334.28,86,0,390.63,3153.16,0,2041.51,1,2,12.2,Low,618.92,0,2020,8,0.7925885215246546,2796.33,0.12332692140133109
1555,3334.71,3269.79,0.14,3136.32,1,704.0,0.4,509.32,259.76,2,1736.47,80,0,509.19,2213.47,0,321.29,0,0,69.8,Medium,64.92,0,2020,9,0.9805320402673695,3071.4,0.15273292130350166
1231,4357.52,3543.86,0.28,2541.87,0,626.0,0.23,547.29,492.06,7,1179.4,42,0,578.55,1296.92,2,1120.84,6,2,35.3,Medium,813.66,0,2020,10,0.8132745231232443,1728.21,0.1255966696653142
1619,5002.18,3609.28,0.22,3391.53,1,707.0,0.29,756.58,410.2,3,794.59,94,0,490.68,1868.48,2,1507.74,8,1,98.7,Medium,1392.9,0,2020,11,0.7215414079461355,1998.63,0.15125005497603045
1086,4365.03,2724.51,0.29,2470.25,1,666.0,0.16,463.51,310.59,5,670.92,35,0,516.07,1996.8,1,906.64,7,2,15.0,Medium,1640.52,0,2020,12,0.624167531494629,829.73,0.10618712815261293
1589,4640.5,2528.45,0.27,3859.5,1,691.0,0.45,441.17,267.39,6,0.0,72,0,367.52,1815.42,2,1662.16,3,0,76.3,Medium,2112.05,0,2021,1,0.5448658549725245,1747.4499999999998,0.0950694968214632
1391,4663.1,797.11,0.14,3458.59,1,686.0,0.42,452.01,844.07,9,1073.05,50,0,319.64,1883.1,1,1347.12,0,0,52.3,Medium,3865.99,1,2021,2,0.17093993266282087,-407.39999999999964,0.09693337050459994
1782,3329.59,3746.8,0.16,3195.72,0,765.0,0.44,835.01,210.45,5,660.95,76,0,585.97,3205.43,2,1156.21,4,2,19.4,High,0.0,0,2021,3,1.12530371607315,3195.72,0.2507846311407711
1612,4775.53,2634.8,0.28,2831.12,1,626.0,0.56,555.02,371.65,5,1588.77,36,0,814.6,1176.76,2,869.09,6,2,73.7,High,2140.73,0,2021,4,0.5517293368484755,690.3899999999999,0.1162216549786097
1402,4191.84,3619.19,0.31,2389.45,1,620.0,0.48,541.7,151.97,8,1406.53,74,0,333.91,1731.74,2,1013.94,5,1,37.4,High,572.65,0,2021,5,0.8633893469216383,1816.7999999999997,0.12922726058246498
1682,2873.54,2749.08,0.21,2855.29,1,742.0,0.12,509.66,959.28,4,1539.59,84,0,255.54,1943.02,2,748.78,5,2,23.8,Medium,124.46,0,2021,6,0.9566875700355659,2730.83,0.1773631130939538
1198,4213.74,3367.77,0.14,3145.14,1,692.0,0.37,703.99,296.75,6,430.17,66,0,625.52,3909.92,2,1536.54,0,2,83.5,Medium,845.97,0,2021,7,0.799235358612539,2299.17,0.1670701087395046
1574,4579.54,3547.0,0.3,3373.76,2,691.0,0.3,831.01,244.38,3,1549.16,46,0,435.2,2027.21,2,1346.36,3,2,86.9,Medium,1032.54,0,2021,8,0.7745319398891591,2341.2200000000003,0.18146145682754164
1182,2742.34,3436.62,0.17,4121.1,1,742.0,0.55,398.72,698.74,5,1623.95,77,0,196.09,1701.61,2,2048.6,1,1,35.0,Medium,0.0,0,2021,9,1.2531706498829465,4121.1,0.14539407950874073
1541,4693.72,3273.57,0.09,2088.79,1,640.0,0.27,434.86,68.16,4,762.47,65,0,960.73,2233.07,0,538.49,8,2,29.1,Medium,1420.15,0,2021,10,0.6974361487263834,668.6399999999999,0.092647196679819
1167,5110.47,2678.64,0.18,3426.76,1,662.0,0.15,311.81,293.22,6,1620.64,37,0,688.69,2511.06,2,2391.34,8,2,94.1,Low,2431.83,0,2021,11,0.5241474854563278,994.9300000000003,0.06101395762033629
1710,3582.41,1358.34,0.38,3300.92,2,651.0,0.4,589.92,190.7,8,1502.46,37,0,465.46,3167.05,1,1508.79,4,2,56.3,Low,2224.07,0,2021,12,0.3791693301436742,1076.85,0.1646712687827468
1109,4400.85,4773.28,0.25,3370.48,1,713.0,0.18,360.82,469.26,8,780.02,21,0,185.1,2866.2,0,1149.27,3,2,31.1,Medium,0.0,0,2022,1,1.0846268334526283,3370.48,0.08198870672710953
1538,5125.55,4817.68,0.2,2315.3,1,755.0,0.38,289.45,0.0,2,1504.74,71,0,442.83,2374.19,2,1101.75,9,1,6.7,High,307.87,0,2022,2,0.9399342509584337,2007.4300000000003,0.05647198837197959
1168,2909.27,3417.82,0.08,2575.31,1,733.0,0.24,286.81,335.51,1,1286.96,69,0,573.28,3741.69,1,1283.86,4,0,14.4,Medium,0.0,0,2022,3,1.1748033011717718,2575.31,0.09858486836904103
1009,3590.68,2849.22,0.27,2152.56,1,749.0,0.24,608.84,499.89,8,642.56,46,0,570.81,2325.49,2,1239.14,6,2,15.4,Medium,741.46,0,2022,4,0.7935042944511903,1411.1,0.16956119732195574
1444,4332.24,2780.15,0.29,2623.59,1,644.0,0.46,483.52,778.61,2,1272.99,93,0,536.34,2494.98,2,300.0,1,2,64.7,High,1552.09,0,2022,5,0.6417349915978802,1071.5000000000002,0.11160969844699278
1383,2897.67,2491.22,0.09,2609.06,2,613.0,0.51,642.57,243.65,4,1913.96,33,0,403.51,1901.48,2,1448.45,3,2,39.0,High,406.45,0,2022,6,0.8597321296075812,2202.61,0.22175402996200397
1103,3335.38,2443.64,0.32,3538.52,0,744.0,0.27,538.72,663.61,2,772.17,75,0,440.12,1681.17,2,1621.11,0,0,83.7,Low,891.74,0,2022,7,0.7326421577151628,2646.7799999999997,0.16151682866719835
1202,3294.03,3372.6,0.27,2572.96,1,634.0,0.13,122.44,340.74,5,1391.67,50,0,424.34,2605.72,2,1346.28,4,1,1.6,Medium,0.0,0,2022,8,1.0238522417828617,2572.96,0.03717027470909494
